date,monsta usd,monsta bnb,cake price,bnb price,circ. supply,burned tokens,burned %,vault syrup bars,vault usd,vault bnb,liquidity usd,liquidity bnb,trades,trade volume usd,trade volume bnb
2021-09-17,0.001836746488158311,0.0000043228,22.324612629799418,424.46136815497647,8543295842.87,1456704157.13,14.57,32332.85,721818.3514674102,1698.8039370213555,328061.9468332998,772.89,315,73591.44515033641,173.37607299863197
2021-09-18,0.001828727727689568,0.0000045100,21.27812718459809,405.53724526994245,8541209649.37,1458790350.63,14.59,32424.74,689937.7416475252,1701.505348775671,319656.6228391267,788.23,328,68973.12265140981,170.0783921967474
2021-09-19,0.002170625502289222,0.0000052872,22.395692883242774,410.49397708533667,8539192629.08,1460807370.92,14.61,32592.25,729926.0213738693,1777.9468219163332,349691.60919945664,851.88,447,146113.43236054757,355.94537439503614
2021-09-20,0.002662231578760984,0.0000065254,22.730048497590417,407.88606643478903,8537002038.66,1462997961.3400002,14.63,32779.20,745072.8057122158,1826.260371834304,385929.5594786043,946.17,459,276446.6882470925,677.7546746409627
2021-09-21,0.002620219233464096,0.0000072197,19.060427889142144,363.0077503103811,8532601193.88,1467398806.12,14.67,33225.65,633295.1058948756,1744.9636615522488,361283.4634964068,995.25,465,147778.4941520334,407.09459791334746
2021-09-22,0.002492888098419151,0.0000072479,17.878660979627224,344.0192282991638,8529865386.90,1470134613.1000004,14.70,33472.46,598442.7644941331,1739.9414948719289,342158.08427406533,994.59,426,85896.47445702447,249.68509720139167
2021-09-23,0.002677578755665095,0.0000070704,20.240460984309465,378.89465572559817,8528447255.28,1471552744.7200003,14.72,33596.96,680017.9580714057,1795.6583731015598,372066.97402942297,981.98,523,112076.77026991393,295.7992903206367
2021-09-24,0.002730600449136164,0.0000071242,20.093200234259328,383.32816173717407,8526751111.71,1473248888.29,14.73,33715.23,677446.867334107,1767.470415104051,377528.4066500907,984.87,431,68332.349490878,178.2607079563581
2021-09-25,0.002503941839325084,0.0000070601,18.81826590394154,354.5088945876127,8524993481.22,1475006518.7799997,14.75,33936.61,638628.1508583614,1800.6615096860487,347677.5081889094,980.73,395,112885.56694124082,318.42802441545643
2021-09-26,0.002206796555330747,0.0000063023,18.487464674226263,350.02863604100975,8517604488.44,1482395511.5600004,14.82,34292.92,633989.1470760672,1810.5766713086439,318869.08686063904,910.98,485,362993.6057215068,1037.039740025665
2021-09-27,0.003423503131749682,0.0000099525,18.64388728656147,343.823973451295,8501364417.08,1498635582.92,14.99,35085.16,654123.7684709751,1901.6159350090106,379554.1607723536,1103.92,525,191712.8336607814,557.5900706875486
2021-09-28,0.003046903569152904,0.0000090597,18.415705248838215,336.2279965153939,8494996350.15,1505003649.8500004,15.05,35492.36,653616.8403456556,1943.471853100363,348648.2587066726,1036.94,432,83866.58604992727,249.43367869155867
2021-09-29,0.002872604415602801,0.0000086420,18.074488774201335,332.40472475566094,8493493053.37,1506506946.63,15.07,35658.07,644501.3859246854,1938.9357890343379,335988.0476885269,1010.78,437,203875.5749918596,613.3353704335022
2021-09-30,0.003158484235693581,0.0000086077,18.486308476168542,366.9740956832769,8491194216.74,1508805783.2600002,15.09,35919.90,664026.3518331263,1809.6448929178216,370049.33860510285,1008.38,429,87078.84155807499,237.28879662729605
2021-10-01,0.003021658123326089,0.0000078206,18.83910667352531,386.3187569914694,8487816850.35,1512183149.6499996,15.12,35303.12,665079.243588265,1721.3568686643393,368277.67103996774,953.3,433,95512.90946120741,247.2386021456279
2021-10-02,0.003127252011516744,0.0000074311,19.911772025872263,420.86068868340703,8484382420.20,1515617579.8000002,15.16,35373.76,704354.2448179193,1673.7124854399508,387991.46889723296,921.9,328,94267.8871151703,223.98834020367116
2021-10-03,0.002853947210412047,0.0000066716,19.964911295904322,427.7239603952534,8482985320.08,1517014679.92,15.17,35604.67,710844.0782699456,1661.716918626747,373428.6808626799,873.06,360,132912.90531802445,310.74458675450774
2021-10-04,0.003019020144743819,0.0000070082,19.66495790284466,430.6692844196112,8466808756.73,1533191243.2700005,15.33,36091.26,709733.1085606214,1647.530217639855,366783.80276880605,851.66,378,246029.0647336122,571.2714457107656
2021-10-05,0.003104369677497785,0.0000072754,19.308775275853847,426.66000793113886,8452140067.93,1547859932.0699997,15.48,36761.09,709811.6257054382,1663.515977054574,354801.9293953765,831.58,364,157843.215205711,369.9508092429095
2021-10-06,0.003101348553184669,0.0000069976,20.00426835989161,443.1022585074771,8449054901.72,1550945098.2799997,15.51,37046.50,741088.1277947245,1672.1250330888026,360126.92957936693,812.74,286,86862.30467136453,196.03218671000926
2021-10-07,0.002886913699718102,0.0000066292,19.805298187292685,435.58298048575836,8447489173.29,1552510826.71,15.53,37190.91,736577.0624067654,1691.401750024322,343857.9164550674,789.42,642,334944.7709637432,768.9574339893071
2021-10-08,0.003889247714457796,0.0000088745,19.47996612336927,438.35175960844543,8444119338.24,1555880661.7600002,15.56,37664.29,733699.0932607559,1674.1637411367417,399934.6113963613,912.36,421,221443.2267476368,505.17243718934617
2021-10-09,0.00409150161741208,0.0000097744,19.503073162075896,418.4709793467319,8441603304.05,1558396695.9499998,15.58,37877.64,738730.3841267724,1764.783947597735,401782.3566903842,960.12,486,142826.27081373593,341.3050793550837
2021-10-10,0.004350730796791307,0.0000103278,19.70689091948507,421.0914989434348,8440456236.35,1559543763.6499996,15.60,38219.30,753183.5761190758,1787.9135991181304,413124.447783425,981.08,579,207786.91988807023,493.44838451840195
2021-10-11,0.004158727426678836,0.0000102930,18.619175384422537,403.76184004000294,8439037599.27,1560962400.7299995,15.61,38411.98,715199.392482931,1770.1456655913553,395432.23327997763,979.37,563,214358.3349091813,530.902907733786
2021-10-12,0.004804548667949443,0.0000116516,18.776015485574288,412.36267795038793,8436957781.10,1563042218.8999996,15.63,38648.23,725659.7649700368,1759.813950704252,428304.6190799499,1038.66,979,712851.714254648,1728.7008557559432
2021-10-13,0.005835639710260793,0.0000131849,19.406597975854936,442.6250615023924,8430967156.89,1569032843.1099997,15.69,39917.22,774657.4408537562,1750.2423777923163,485236.5761732277,1096.27,1326,967984.8066203229,2186.9182086859555
2021-10-14,0.006943256195057141,0.0000147950,20.25157074388431,469.701416897146,8424765771.15,1575234228.8500004,15.75,41314.88,836691.215095091,1782.855314557404,541701.9470933094,1153.29,2201,2035024.5567018744,4332.591905183669
2021-10-15,0.010757736571314265,0.0000228268,19.94175845389062,471.5056005073655,8418013650.79,1581986349.21,15.82,43621.02,869879.8443523318,1845.7912542948504,676129.601015552,1433.98,1616,1276245.0891175496,2706.744284148992
2021-10-16,0.011762076238876304,0.0000248263,19.837926208478372,474.07824696068434,8413095899.19,1586904100.8100004,15.87,45635.55,905314.6733833251,1910.852329907295,702674.0368626567,1482.19,1593,1432610.1084098432,3021.8853482400987
2021-10-17,0.013138924854706314,0.0000281813,19.747539737051113,466.262238376285,8406643091.91,1593356908.0900002,15.93,48141.37,950673.6170710806,2039.075571920837,722725.1199727767,1550.04,1679,1470141.2649709478,3153.035232041476
2021-10-18,0.01629864334386792,0.0000346936,19.43345994092743,469.6486810363976,8390842709.23,1609157290.7700005,16.09,49037.73,952972.7615490154,2028.5138846720565,726415.0079326169,1546.72,2448,2204956.6480779485,4694.906505884694
2021-10-19,0.020762398771222493,0.0000428640,19.77967792149623,484.39299517629826,8377639838.65,1622360161.3500004,16.22,53445.68,1057138.3366953523,2182.463431258327,761213.9040596492,1571.48,4166,3483477.3374128323,7191.427977080874
2021-10-20,0.02967306085217815,0.0000608806,20.17904379910157,488.01271793709304,8371296940.86,1628703059.1400003,16.29,58019.89,1170785.9015290553,2402.1147318405515,886157.8938660703,1815.85,4070,4147132.729253921,8498.001336490794
2021-10-21,0.028962261359382277,0.0000578322,20.437947479547486,501.1144037076196,8364862644.28,1635137355.7200003,16.35,64060.27,1309260.4337856313,2614.347137956361,875792.6322157697,1747.69,2469,2458336.936475529,4905.739923432477
2021-10-22,0.025907464845796924,0.0000548779,19.912839342229905,471.9163590704854,8358992253.11,1641007746.8900003,16.41,67395.74,1342040.5429706979,2842.749030240299,774735.6483588344,1641.68,2168,1948654.621325369,4129.237276630027
2021-10-23,0.01796944456335695,0.0000375471,19.759451418496603,478.7474656555664,8355163797.67,1644836202.33,16.45,70046.75,1384085.353648577,2892.0430393072934,647568.1844696888,1352.63,1223,838390.8832646144,1751.2173816243082
2021-10-24,0.019708990242906052,0.0000407147,19.83423547248978,484.2122166662466,8352840137.60,1647159862.3999996,16.47,71492.17,1417992.5342192696,2929.279228592972,674313.932929415,1392.6,1072,606126.3014438588,1251.7782091847632
2021-10-25,0.018803267425797313,0.0000395435,19.510211360111832,475.6588160246317,8351164521.25,1648835478.75,16.49,72398.42,1412508.4763381474,2970.518755135716,644812.6041793111,1355.62,1262,769985.9114728828,1618.7777573600354
2021-10-26,0.01943685664327543,0.0000401032,19.885730387600372,484.37707528446856,8349261345.68,1650738654.3199997,16.51,73363.85,1458893.7412963556,3010.0717404915554,648953.8741538725,1339.77,1257,1073661.3573281919,2216.5816924709825
2021-10-27,0.01996167714972728,0.0000417802,19.333189016315327,477.6783860294993,8345624997.88,1654375002.12,16.54,75757.71,1464638.126873202,3065.5159092051294,644970.9103847506,1350.22,1176,866238.3624278357,1813.4342849968111
2021-11-10,0.02061640695176445,0.0000327921,19.57344740665424,629.0169171823969,8312102883.37,1687897116.63,16.88,87550.02,1713655.7119215268,2725.7139964375783,665260.8719504465,1057.62,1202,642925.9476629868,1022.1123313231283
2021-11-20,0.01365458329066812,0.0000233436,16.040373837976208,584.4992595440849,8269543186.39,1730456813.6099997,17.30,145579.81,2335154.575661547,3992.140751045323,465308.1705378551,796.08,8646,610000.7630584326,1043.6296592304311
2021-11-30,0.007050290927082395,0.0000111719,14.663220825078815,631.0313547171199,8214348240.97,1785651759.0299997,17.86,142772.42,2093503.5221908994,3317.374363583886,1073832.3666356702,1701.71,2742,172227.78151182027,272.9306241668877
2021-10-28,0.018911655324895114,0.0000420423,18.050336976497714,449.77671464726086,8343022441.06,1656977558.9399996,16.57,77201.98,1393521.754252837,3097.926739409203,597370.9435587596,1328.15,1532,1503640.1393250492,3343.081334266681
2021-11-11,0.019566473662952853,0.0000316828,18.410598820742454,617.366440273847,8310658682.97,1689341317.0299997,16.89,88840.01,1635597.7833407477,2648.4281271234495,655914.8008045461,1062.44,1977,570669.389422521,924.360885521065
2021-11-21,0.011880396690671308,0.0000198744,15.767643258332939,598.3231811333015,8261705802.90,1738294197.1000004,17.38,146542.65,2310632.2273307433,3865.402003556884,444075.46503713646,742.2,7156,755149.5517279628,1262.109802093263
2021-12-01,0.00670748831279383,0.0000106729,14.105948594818228,628.6214623914235,8201372321.74,1798627678.2600002,17.99,144457.99,2037716.9810507656,3242.3919295921946,993441.9280902861,1580.35,2803,424449.2660033492,675.2064499812727
2021-10-29,0.015704918738693806,0.0000319929,18.198976539825964,491.03242914181374,8339900575.43,1660099424.5699997,16.60,79364.95,1444360.8631344605,2942.341209204186,575391.8004683773,1171.8,1344,920249.3782449852,1874.1112065720827
2021-11-12,0.017312876869331296,0.0000274382,18.853991777555986,631.0194986706639,8308169218.74,1691830781.2600002,16.92,101554.73,1914712.0443919185,3034.516330839718,613010.2021786032,971.46,9841,697022.3672605614,1104.597193476497
2021-11-22,0.01330658126818137,0.0000230433,14.89556591227101,577.6032658958163,8233774104.73,1766225895.2700005,17.66,140466.11,2092322.19994531,3623.3232083392795,1421672.2464473494,2461.33,6651,504853.00554519804,874.0480453520489
2021-12-02,0.007279612906300703,0.0000117058,13.339699674929264,621.7066327242682,8199617659.71,1800382340.29,18.00,145321.72,1938548.1010441617,3117.24589912353,1039928.6845578834,1672.7,2781,160746.31842991966,258.556544146139
2021-10-30,0.016921394010112896,0.0000320231,18.558958190101897,528.6887177381097,8337752896.89,1662247103.1099997,16.62,80848.36,1500461.3329783066,2839.562363405254,623535.4737003266,1179.4,1066,612601.1186044161,1158.7179715604846
2021-11-13,0.017037026380722305,0.0000271281,18.344145390478317,628.0010631191471,8306468179.10,1693531820.8999996,16.94,102987.93,1889225.5613844034,3008.2223540967143,611742.1155949924,974.11,15599,1239924.7235685233,1974.3990836736518
2021-11-23,0.010403653171129453,0.0000184252,15.06191326020878,564.8874216222563,8232161162.25,1767838837.75,17.68,137062.73,2064426.9504674159,3656.161545245668,1256281.3813168167,2223.95,4870,490358.6684591429,868.0644137037428
2021-12-03,0.007656947801622949,0.0000123896,13.133323195242937,617.7939279698712,8197831934.93,1802168065.0699997,18.02,145729.54,1913913.1479140832,3096.869166328383,1061925.9827874117,1718.9,2756,183123.95558121006,296.4159200835342
2021-10-31,0.019569967082180312,0.0000372242,17.94788976627401,526.0074363686867,8336354648.13,1663645351.87,16.64,81601.17,1464568.8039589857,2785.7682485932946,668181.986344779,1270.29,1283,1112304.479812793,2114.6174044451373
2021-11-14,0.01738231946720222,0.0000265884,18.47698840196103,653.6872610621189,8291500531.80,1708499468.1999998,17.08,106417.05,1966266.5986209072,3007.647009621852,578866.2171609487,885.54,20808,909622.0348016111,1391.5247993721744
2021-11-24,0.009258790131361017,0.0000156233,14.805754286232158,592.6898648819549,8230623934.23,1769376065.7700005,17.69,137471.15,2035364.068345764,3434.4755759533605,1217165.6872175292,2053.63,4791,902199.0741922618,1522.2110713365266
2021-12-04,0.007007391539899304,0.0000120364,12.320728688786945,582.1485156631684,8195847429.38,1804152570.62,18.04,146439.87,1804245.9074912306,3099.1066932718054,961057.3415380114,1650.88,3487,408923.74871135294,702.4388754912785
2021-11-01,0.020052936774329365,0.0000382242,17.674342607012576,524.8052770224959,8334689149.39,1665310850.6099997,16.65,83313.07,1472503.7428220215,2806.835909086759,667594.2967947766,1272.08,1239,628245.9113964242,1197.1028853993291
2021-11-15,0.01858696395224341,0.0000282698,18.477282841226348,657.1919168447017,8289599900.40,1710400099.6000004,17.10,107973.81,1995062.6268148334,3034.3867611124256,600193.6618967607,913.27,24324,1179210.6007093743,1794.3169574741264
2021-11-25,0.00810474883101462,0.0000135414,14.213522160394396,598.291908844488,8227388804.24,1772611195.7600002,17.73,138783.53,1972602.7791527605,3295.8267437135164,1144640.114163098,1913.18,4064,399137.62033374613,667.1285612145768
2021-11-02,0.018268458722883095,0.0000331906,18.427478239308932,550.4410973852085,8333540550.19,1666459449.8100004,16.66,84146.69,1550611.2988848747,2817.191558357709,648518.692117305,1178.18,1157,878060.6267291204,1595.1945283523005
2021-11-16,0.01936697778138859,0.0000306756,18.379779578033244,631.3667072781344,8284392960.04,1715607039.96,17.16,109552.97,2013559.440718889,3189.3064906621507,580327.02266177,919.16,25916,898143.3828884328,1422.5383957294662
2021-11-26,0.010068408095489418,0.0000157508,14.457359868598367,639.3963944056496,8226086567.05,1773913432.9499998,17.74,139518.61,2017070.753136627,3155.455549776162,1313895.6508641697,2054.9,4117,351747.7907682226,550.1247643024159
2021-11-17,0.01600645957066305,0.0000274278,16.682861361633904,583.5386254901093,8281776763.92,1718223236.08,17.18,111100.29,1853470.7353073214,3176.008403377829,511454.0990833162,876.47,22100,836887.9830460509,1434.1603905708132
2021-11-27,0.00809481730185393,0.0000136986,12.911939739738637,590.796877010933,8224331365.30,1775668634.6999998,17.76,140322.30,1811833.0817415267,3066.106755230288,1127571.2875879866,1908.56,3308,228479.6596568924,386.7313260233504
2021-11-18,0.01627432048690956,0.0000278183,16.752870994782693,584.8744701975432,8278397671.00,1721602329.0,17.22,143161.70,2398369.4914937816,4099.61942701738,509782.4369688807,871.61,16932,808378.950531205,1382.1409408726156
2021-11-28,0.0079485268898038,0.0000131892,13.172535072820896,602.4513896054251,8220473453.12,1779526546.88,17.80,141194.80,1859893.4550999317,3086.180617635404,1120143.8932072627,1859.31,3019,193729.97356548798,321.56946918550767
2021-11-19,0.013843411306646151,0.0000256144,15.022353177471622,540.6971891961412,8271723786.12,1728276213.88,17.28,144847.21,2175945.945391399,4026.1417857546617,452785.23320474057,837.41,11976,356984.4723934398,660.2299392829681
2021-11-29,0.008064627512108347,0.0000131499,13.606559280416455,612.8343427662134,8216548653.49,1783451346.5100002,17.83,142047.76,1932781.2670903695,3151.5296429882837,1131335.0951504235,1846.07,3149,282971.1375654446,461.7416450392918
2021-11-03,0.021064187409248147,0.0000382516,18.381416373983512,550.5311198008403,8331575123.81,1668424876.1899996,16.68,85511.11,1571815.3175115052,2854.346989119945,693206.7648084261,1259.16,1131,936596.9601306898,1701.2607034267423
2021-11-04,0.02130101942632726,0.0000378632,18.7512348731125,562.5474952373219,8330170873.97,1669829126.0299997,16.70,86898.08,1629446.30810252,2896.391577448579,718738.8072899643,1277.65,1035,750227.4337253923,1333.6250540212502
2021-11-05,0.02001978272413416,0.0000359898,18.667365494976984,555.8709900841045,8328945488.64,1671054511.3599997,16.71,87795.72,1638914.7941346606,2946.2987307341177,680591.764129275,1224.37,889,573208.1443685696,1031.1891690585292
2021-11-06,0.02101613969403426,0.0000342298,19.567104345381132,613.6486566129144,8327868097.03,1672131902.9700003,16.72,88805.38,1737664.136891223,2830.2028847101096,738335.9271500924,1203.19,822,520738.0673635778,848.5931839855001
2021-11-07,0.022795775217066473,0.0000359427,19.167716707298755,633.946637948932,8318561275.67,1681438724.33,16.81,89937.41,1723894.7962681782,2718.113967582397,697265.2281472713,1099.88,2153,1549261.997363281,2443.8366017300073
2021-11-08,0.026417412563594138,0.0000413783,19.832978635158856,638.2870685999936,8315907492.68,1684092507.3199997,16.84,84133.10,1668609.9748096836,2613.58934458122,760723.2940988444,1191.82,1622,908079.1456914302,1422.681408356264
2021-11-09,0.025345344588001507,0.0000386930,20.092981858183784,655.5617678787644,8314730389.79,1685269610.21,16.85,85042.38,1708754.9985167715,2608.6360274507024,760589.3187106212,1160.21,1770,1465910.6286105276,2236.1136668385216
2021-12-05,0.00625677751060522,0.0000111490,11.199920264197353,561.1586291089312,8192962696.70,1807037303.3000002,18.07,147447.40,1651399.1231632123,2942.633428739255,902230.8438813396,1607.8,3727,426820.94097494334,760.6065715369932
